
2018-03-31 19:03:06,b'RT @HRVY: Throwing a party when I get over this flu \xf0\x9f\xa4\xa7\xf0\x9f\x98\x82 but hi twitter sorry for being inactive https://t.co/FbBKg4DU1s'
2018-03-31 19:03:04,b'RT @HRVY: Throwing a party when I get over this flu \xf0\x9f\xa4\xa7\xf0\x9f\x98\x82 but hi twitter sorry for being inactive https://t.co/FbBKg4DU1s'
2018-03-31 19:03:00,"b'RT @AWorldOutOfMind: What the hell, why do we tolerate this crap from the right? These degenerates should have been shaken off like a bad f\xe2\x80\xa6'"
2018-03-31 19:02:57,b'RT @SarahDa15849051: Early morning visit to Dylan \xf0\x9f\x98\x93\xf0\x9f\x92\x99\nBitter cold morning .... beautiful view across the fields \xf0\x9f\x92\x99\nI\xe2\x80\x99m allowed to say over &amp;\xe2\x80\xa6'
2018-03-31 19:02:53,b'UPDATE SOMEONE GAVE ME FUCKING FLU B SO I CANT WORK FOR THREE FUCKING DAYS FML https://t.co/PpmIJR0i6t'
2018-03-31 19:02:48,"b'RT @robpalkwriter: ""The next day I went to hospital where they told me I had flu""... Powerful, hard-hitting stuff by er me.     https://t.c\xe2\x80\xa6'"
2018-03-31 19:02:45,b'RT @RoadUnraveled: Want to avoid the flu while flying? A new study says go with the window seat https://t.co/6GcKEFW5iW via @AP #travel #ai\xe2\x80\xa6'
2018-03-31 19:02:30,"b'RT @WebMD: Next time you eat out, hold the lemon: Nearly 70% of restaurant lemons examined had disease-causing microbes, including E. coli\xe2\x80\xa6'"
2018-03-31 19:02:29,b'RT @PDSA_HQ: Curious Duke had a very lucky escape after he got his paws on #paracetamol from a flu sachet. His owners\xe2\x80\x99 urgent action saved\xe2\x80\xa6'
2018-03-31 19:02:28,"b'RT @HRVY: I\xe2\x80\x99m still alive guys, I can\xe2\x80\x99t shake this flu off\xf0\x9f\x98\x8c I\xe2\x80\x99ve legit been sick for 2 weeks'"
2018-03-31 19:02:24,b'That time I went to Benidorm randomly in January to see if sun would cure my flu... those were the days \xe2\x98\x80\xef\xb8\x8f'
2018-03-31 19:02:24,"b""RT @TheNYevening: Expert Confirms Flu Shot Behind Deadly Epidemic That's Killed Thousands https://t.co/AZJDqyaGCU https://t.co/HSl0MSZomz"""
2018-03-31 19:02:19,b'WebMD\xe2\x80\x99d my symptoms &amp; either I have the flu or a brain aneurysm :^)'
2018-03-31 19:02:17,b'Vomiteddd like a waterfall. Fk thiss stomach flu'
2018-03-31 19:02:11,b'Update: I have the flu https://t.co/r3HmZGQvB4'
2018-03-31 19:02:10,b'RT @HRVY: Throwing a party when I get over this flu \xf0\x9f\xa4\xa7\xf0\x9f\x98\x82 but hi twitter sorry for being inactive https://t.co/FbBKg4DU1s'
2018-03-31 19:02:01,b'RT @HRVY: Throwing a party when I get over this flu \xf0\x9f\xa4\xa7\xf0\x9f\x98\x82 but hi twitter sorry for being inactive https://t.co/FbBKg4DU1s'
2018-03-31 19:01:59,b'AIR JORDAN 12 RETRO OVO US13 WHITE GOLD BLACK DRAKE TAXI FLU GAME PLAYOFF 8 10 https://t.co/NI1tIzRMFB'
2018-03-31 19:01:55,b'RT @HRVY: Throwing a party when I get over this flu \xf0\x9f\xa4\xa7\xf0\x9f\x98\x82 but hi twitter sorry for being inactive https://t.co/FbBKg4DU1s'
2018-03-31 19:01:39,b'AIR JORDAN 12 RETRO OVO US13 WHITE GOLD BLACK DRAKE TAXI FLU GAME PLAYOFF 8 10 https://t.co/5rY40edK6X'
2018-03-31 19:01:32,"b'@AnarchysJewel @SamcrosPrince_ ""Shut up. I know, I just want to get the hell out of here."" She said to #Juice as Ta\xe2\x80\xa6 https://t.co/dr2IjUiOA6'"
2018-03-31 19:01:17,b'RT @HRVY: Throwing a party when I get over this flu \xf0\x9f\xa4\xa7\xf0\x9f\x98\x82 but hi twitter sorry for being inactive https://t.co/FbBKg4DU1s'
2018-03-31 19:01:00,b'RT @HRVY: Throwing a party when I get over this flu \xf0\x9f\xa4\xa7\xf0\x9f\x98\x82 but hi twitter sorry for being inactive https://t.co/FbBKg4DU1s'
2018-03-31 19:00:54,"b'RT @HRVY: I\xe2\x80\x99m still alive guys, I can\xe2\x80\x99t shake this flu off\xf0\x9f\x98\x8c I\xe2\x80\x99ve legit been sick for 2 weeks'"
2018-03-31 19:00:46,b'Health Tips: A Survival Guide For The Cold &amp; Flu Season https://t.co/U0WOR10duU #Elite #Health https://t.co/KDeAH8x6Yd'
2018-03-31 19:00:37,b'RT @HRVY: Throwing a party when I get over this flu \xf0\x9f\xa4\xa7\xf0\x9f\x98\x82 but hi twitter sorry for being inactive https://t.co/FbBKg4DU1s'
2018-03-31 19:00:31,b'RT @OnlyInIreland_: No chance of me getting the flu \xe2\x98\x98\xe2\x98\x98\xf0\x9f\x98\x82 https://t.co/deAaVXjvmW'
2018-03-31 19:00:24,b'#HEALTH: Second wave of the flu: What you need to know https://t.co/Q94cMYCXAG https://t.co/OCM0AiFXAi'
2018-03-31 19:00:02,"b'Last week, the BBC docu #Hospital highlighted the impact of winter pressure on its services. Here was my opinion bl\xe2\x80\xa6 https://t.co/EBROcl3W2s'"
2018-03-31 19:00:01,"b""Got questions? We've got answers! You can access frequently asked questions about the new flu vaccine policy for 65\xe2\x80\xa6 https://t.co/AdLg67sIOC"""
2018-03-31 19:00:00,b'RT @HRVY: Throwing a party when I get over this flu \xf0\x9f\xa4\xa7\xf0\x9f\x98\x82 but hi twitter sorry for being inactive https://t.co/FbBKg4DU1s'
2018-03-31 18:59:33,b'This has been a terrible year for colds and flu bugs. I have been sick more this year than in the last 3 combined. Easily.'
2018-03-31 18:59:23,b'RT @HRVY: Throwing a party when I get over this flu \xf0\x9f\xa4\xa7\xf0\x9f\x98\x82 but hi twitter sorry for being inactive https://t.co/FbBKg4DU1s'
2018-03-31 18:59:22,"b""Chasing down Nurofen Cold &amp; Flu with rum and cola, because fuck yeah it's Saturday."""
2018-03-31 18:59:12,"b'Oh god, this flu is killing me.'"
2018-03-31 18:59:07,"b""Suddnly I got flu \xf0\x9f\xa4\x92\xf0\x9f\x98\xaa\nI don't know from where or even how !"""
2018-03-31 18:58:50,b'RT @PDSA_HQ: Curious Duke had a very lucky escape after he got his paws on #paracetamol from a flu sachet. His owners\xe2\x80\x99 urgent action saved\xe2\x80\xa6'
2018-03-31 18:58:49,b'This flu just won\xe2\x80\x99t let me be great \xf0\x9f\x98\xa9\xf0\x9f\x98\xa9\xf0\x9f\x98\xaa\xf0\x9f\x98\xaa haven\xe2\x80\x99t been to the gym since Wednesday \xf0\x9f\x98\xa2'
2018-03-31 18:58:40,b'@Suzieq1 Thank you ! I sympathise. We\xe2\x80\x99ve had a flu bug lingering for far too long .'
2018-03-31 18:58:35,b'RT @HRVY: Throwing a party when I get over this flu \xf0\x9f\xa4\xa7\xf0\x9f\x98\x82 but hi twitter sorry for being inactive https://t.co/FbBKg4DU1s'
2018-03-31 18:58:05,b'Cluelessness bout like the flu these days.'
2018-03-31 18:58:01,"b'RT @WebMD: Next time you eat out, hold the lemon: Nearly 70% of restaurant lemons examined had disease-causing microbes, including E. coli\xe2\x80\xa6'"
2018-03-31 18:57:56,b'RT @HRVY: Throwing a party when I get over this flu \xf0\x9f\xa4\xa7\xf0\x9f\x98\x82 but hi twitter sorry for being inactive https://t.co/FbBKg4DU1s'
2018-03-31 18:57:54,b'RT @jtofashion: Been feeling this flu all week \xf0\x9f\x98\xad\xf0\x9f\xa4\xa7\xf0\x9f\xa4\xa7\xf0\x9f\xa4\xa7\xf0\x9f\xa4\xa7'
2018-03-31 18:57:14,"b'RT @FluTrackers: China - Officials deny pregnant woman H7N9 avian flu death in Nantong as a rumor - March 26, 2018 https://t.co/DGdX3e4kp0'"
2018-03-31 18:57:11,b'Flu Season Is Still Going Strong https://t.co/CksnimmBad'
2018-03-31 18:57:00,b'RT @_OneHitWanda: Are we still in flu season?'
2018-03-31 18:56:54,b'RT @PDSA_HQ: Curious Duke had a very lucky escape after he got his paws on #paracetamol from a flu sachet. His owners\xe2\x80\x99 urgent action saved\xe2\x80\xa6'
2018-03-31 18:56:50,"b""RT @RoyalLpoolHosps: There isn't a miracle cure for flu unfortunately BUT we all have the next best thing to help make you feel better...lo\xe2\x80\xa6"""
2018-03-31 18:56:35,b'Powell County feeling that sewage flu going around too. Could be down to six counties left by the end of today.\xe2\x80\xa6 https://t.co/4tYyMic6fz'
2018-03-31 18:56:21,b'@dammkewl @giacomozucco @peterktodd @WhalePanda Human sharding... What could go wrong?\nhttps://t.co/AvGtyJYDw9'
2018-03-31 18:56:17,b'RT @PDSA_HQ: Curious Duke had a very lucky escape after he got his paws on #paracetamol from a flu sachet. His owners\xe2\x80\x99 urgent action saved\xe2\x80\xa6'
2018-03-31 18:56:06,b'Are we still in flu season?'
2018-03-31 18:55:51,b'So Mike had a hangover that game n we still calling black/red 12s flu games..Nike marketing A1 \xf0\x9f\x98\x82'
2018-03-31 18:55:47,b'A vegan ham at that'
2018-03-31 18:55:38,b'RT @GF_Selfshot: Fucking flu is killing me \xf0\x9f\x98\xb7\xf0\x9f\xa4\x92\nMaybe a #pierced &amp; pussy can help.\n#selfie\n@MostlySelfies2 @TheAmateurArmy @showyourself1 @ph\xe2\x80\xa6'
2018-03-31 18:55:33,"b'RT @HRVY: I\xe2\x80\x99m still alive guys, I can\xe2\x80\x99t shake this flu off\xf0\x9f\x98\x8c I\xe2\x80\x99ve legit been sick for 2 weeks'"
2018-03-31 18:55:33,"b""Regretting not getting the flu jab \xf0\x9f\x99\x83 All because I ran away from 5 seconds of pain, I'm getting ill up and down now \xf0\x9f\x98\xad"""
2018-03-31 18:55:23,b'@Dupe1970 @misflintch @Kristennel @zaktoscani @Lin_Manuel only the flu on the wall next to that trash bin knows'
2018-03-31 18:55:11,b'RT @EmiForLove: Hi friends\xe2\x99\xa1\nMany are preparing to travel and visit with family/friends during the spring break &amp; holiday season. Please be\xe2\x80\xa6'
2018-03-31 18:55:02,"b""There isn't a miracle cure for flu unfortunately BUT we all have the next best thing to help make you feel better..\xe2\x80\xa6 https://t.co/S2MePuwZEl"""
